"Organisation H-ID"	"Organisation Record Title"	"Short name / acronym"	"Full name of organisation"	"Alternative name(s)"	"Organisation type"	subtype	Country(ies)	"Logo or representative image"	"Logo or representative image ID"	"Logo or representative image Name"	"Logo or representative image Path"	"Short description"	"Start date"	"Start date (temporal)"	"End date"	"End date (temporal)"	Thumbnail	"Thumbnail (temporal)"	Location	"Short description"	"subordinateTo (Organisation) H-ID"	"subordinateTo (Organisation) Record Title"	"Contact details or URL"	"Location (mappable point)"	note	"Related files"	"Related files ID"	"Related files Name"	"Related files Path"	"CartulR Entity ID"	mediumId	indexReference	IndexFontenay
281815	"prieuré Saint-Martin de Liré [1070 -]"	"prieuré Saint-Martin de Liré"			ecclésiastique								1070	1070							95612|290933	"Angers, diocèse|Nantes (diocèse)"								3317			
281816	"prieuré Saint-Martin de Miséré [1083 - 1673]"	"prieuré Saint-Martin de Miséré"			ecclésiastique								1083	1083	1673	1673					290931	"Grenoble (diocèse)"								3318			
281817	"prieuré Saint-Martin de Nieppe (Niepkerke) [1084 -]"	"prieuré Saint-Martin de Nieppe (Niepkerke)"			ecclésiastique								1084	1084							290872|290836	"Ypres (diocèse)|Thérouanne (diocèse) [ - 1557]"								3319			
281818	"prieuré Saint-Martin de Niort"	"prieuré Saint-Martin de Niort"			ecclésiastique																290747	"Poitiers (diocèse)"								3320			
281819	"prieuré Saint-Martin de Pontchâteau"	"prieuré Saint-Martin de Pontchâteau"			ecclésiastique																290933	"Nantes (diocèse)"								3321			
281820	"prieuré Saint-Martin de Sallertaine"	"prieuré Saint-Martin de Sallertaine"			ecclésiastique																290924|290747	"Luçon (diocèse)|Poitiers (diocèse)"								3322			
281821	"prieuré Saint-Martin de Saussemesnil"	"prieuré Saint-Martin de Saussemesnil"			ecclésiastique																290818	"Coutances (diocèse)"								3323			
281822	"prieuré Saint-Martin de Vienne [390 - 1779]"	"prieuré Saint-Martin de Vienne"			ecclésiastique								390	390	1779	1779					290906	"Vienne (diocèse)"								3324			
281823	"abbaye du Saint-Sépulcre de Cambrai [1064 - 1791]"	"abbaye du Saint-Sépulcre de Cambrai"			ecclésiastique								1064	1064	1791	1791					290830	"Cambrai (diocèse)"								1507			
281824	"prieuré Saint-Martin du Vieux-Bellême [1145 -]"	"prieuré Saint-Martin du Vieux-Bellême"			ecclésiastique								1145	1145							290821	"Sées (diocèse)"								3325			
281825	"prieuré Saint-Martin d'OEuf-en-Ternois"	"prieuré Saint-Martin d'OEuf-en-Ternois"			ecclésiastique																290874|290836	"Boulogne (diocèse) [ - 1790]|Thérouanne (diocèse) [ - 1557]"								3326			
281826	"prieuré Saint-Martin ou Saint-Etienne du Puiset"	"prieuré Saint-Martin ou Saint-Etienne du Puiset"			ecclésiastique																290928|290934	"Chartres (diocèse)|Orléans (diocèse)"								3327			
281827	"prieuré de Saint-Martin-au-Val [501 -]"	"prieuré de Saint-Martin-au-Val"			ecclésiastique								501	501							290878|290928	"Blois (diocèse) [ - 1801]|Chartres (diocèse)"								3328			
281828	"prieuré Saint-Martin-des-Champs de Paris [1079 - 1791]"	"prieuré Saint-Martin-des-Champs de Paris"			ecclésiastique								1079	1079	1791	1791					290910	"Paris (diocèse)"								3329			
281829	"prieuré Saint-Mary de Tyckford ou Tickford [1100 -]"	"prieuré Saint-Mary de Tyckford ou Tickford"			ecclésiastique								1100	1100							290837	"Lincoln (diocèse)"								3330			
281830	"prieuré Saint-Maurice de Senlis [1263 -]"	"prieuré Saint-Maurice de Senlis"			ecclésiastique								1263	1263							290945	"Senlis (diocèse) [ - 1790]"								3331			
281831	"prieuré Saint-Maurice de Vieupou [1130 -]"	"prieuré Saint-Maurice de Vieupou"			ecclésiastique								1130	1130							290912	"Sens (diocèse)"								3332			
281832	"prieuré Saint-Médard de Donchery [886 -]"	"prieuré Saint-Médard de Donchery"			ecclésiastique								886	886							290901	"Reims (diocèse)"								3333			
281833	"prieuré Saint-Médard de Grandpré [1170 -]"	"prieuré Saint-Médard de Grandpré"			ecclésiastique								1170	1170							290901	"Reims (diocèse)"								3334			
281834	"abbaye du Sauveur et Notre-Dame de Figeac [755 -]"	"abbaye du Sauveur et Notre-Dame de Figeac"			ecclésiastique								755	755							290756	"Cahors (diocèse)"								1508			
281835	"prieuré Saint-Michel de l'Abbayette"	"prieuré Saint-Michel de l'Abbayette"			ecclésiastique																290776	"Le Mans (diocèse)"								3335			
281836	"prieuré Saint-Michel-du-Mont de Vauville"	"prieuré Saint-Michel-du-Mont de Vauville"			ecclésiastique																290818	"Coutances (diocèse)"								3336			
281837	"prieuré Saint-Nicaise de Meulan"	"prieuré Saint-Nicaise de Meulan"			ecclésiastique																290928	"Chartres (diocèse)"								3337			
281838	"prieuré Saint-Nicolas d'Acy [1098 -]"	"prieuré Saint-Nicolas d'Acy"			ecclésiastique								1098	1098							290927|290945	"Beauvais (diocèse)|Senlis (diocèse) [ - 1790]"								3338			
281839	"prieuré Saint-Nicolas du Marteroy"	"prieuré Saint-Nicolas du Marteroy"			ecclésiastique																290773	"Besançon (diocèse)"								3339			
281840	"prieuré Saint-Nicolas de Maupas [1217 -]"	"prieuré Saint-Nicolas de Maupas"			ecclésiastique								1217	1217							290824	"Lisieux (diocèse) [ - 1790]"								3340			
281841	"prieuré Saint-Nicolas de Noëfort [1127 -]"	"prieuré Saint-Nicolas de Noëfort"			ecclésiastique								1127	1127							290815	"Meaux (diocèse)"								3341			
281842	"prieuré Saint-Nicolas de Royan"	"prieuré Saint-Nicolas de Royan"			ecclésiastique																									3342			
281843	"prieuré Saint-Nicolas de Spalding [1074 - 1539]"	"prieuré Saint-Nicolas de Spalding"			ecclésiastique								1074	1074	1539	1539					290837	"Lincoln (diocèse)"								3343			
281844	"prieuré Saint-Nicolas des Fouteaux [1125 -]"	"prieuré Saint-Nicolas des Fouteaux"			ecclésiastique								1125	1125							290928|290878	"Chartres (diocèse)|Blois (diocèse) [ - 1801]"								3344			
281845	"abbaye du Trésor [1228 -]"	"abbaye du Trésor"			ecclésiastique								1228	1228							290819|290911	"Evreux (diocèse)|Rouen (diocèse)"								1509			
281846	"prieuré Saint-Nicolas d'Oignies [1192 -]"	"prieuré Saint-Nicolas d'Oignies"			ecclésiastique								1192	1192							290854	"Namur (diocèse)"								3345			
281847	"prieuré Saint-Nicolas du Géneteil"	"prieuré Saint-Nicolas du Géneteil"			ecclésiastique																95612	"Angers, diocèse"								3346			
281848	"prieuré Saint-Nicolas-des-Lochereaux"	"prieuré Saint-Nicolas-des-Lochereaux"			ecclésiastique																95612	"Angers, diocèse"								3347			
281849	"prieuré Saint-Oricole de Senuc [1058 -]"	"prieuré Saint-Oricole de Senuc"			ecclésiastique								1058	1058							290901	"Reims (diocèse)"								3348			
281850	"prieuré Saint-Pierre et Saint-Paul d'Abbeville [1075 -]"	"prieuré Saint-Pierre et Saint-Paul d'Abbeville"			ecclésiastique								1075	1075							95180	"Amiens, diocèse"								3349			
281851	"prieuré Saint-Pierre d'Assé-le-Riboul"	"prieuré Saint-Pierre d'Assé-le-Riboul"			ecclésiastique																290776	"Le Mans (diocèse)"								3350			
281852	"prieuré Saint-Pierre de Beaujeu"	"prieuré Saint-Pierre de Beaujeu"			ecclésiastique																290796	"Digne (diocèse)"								3351			
281853	"prieuré Saint-Pierre de Chaumont-en-Vexin [700 -]"	"prieuré Saint-Pierre de Chaumont-en-Vexin"			ecclésiastique								700	700							290927|290911	"Beauvais (diocèse)|Rouen (diocèse)"								3352			
281854	"prieuré Saint-Pierre de Chemillé"	"prieuré Saint-Pierre de Chemillé"			ecclésiastique																95612	"Angers, diocèse"								3353			
281855	"prieuré Saint-Pierre de Decize [1032 -]"	"prieuré Saint-Pierre de Decize"			ecclésiastique								1032	1032							290788	"Nevers (diocèse)"								3354			
281856	"abbaye du Valasse ou Notre-Dame du Vœu [1157 -]"	"abbaye du Valasse ou Notre-Dame du Vœu"			ecclésiastique								1157	1157							290911	"Rouen (diocèse)"								1510			
281857	"prieuré Saint-Pierre de Jouhe"	"prieuré Saint-Pierre de Jouhe"			ecclésiastique																290773	"Besançon (diocèse)"								3355			
281858	"prieuré Saint-Pierre de la Luthumière ou Saint-Jouvin"	"prieuré Saint-Pierre de la Luthumière ou Saint-Jouvin"			ecclésiastique																290818	"Coutances (diocèse)"								3356			
281859	"prieuré Saint-Pierre de La Réole [800 -]"	"prieuré Saint-Pierre de La Réole"			ecclésiastique								800	800							290765	"Bazas (diocèse) [ - 1790]"								3357			
281860	"prieuré Saint-Pierre de Lihons-en-Santerre"	"prieuré Saint-Pierre de Lihons-en-Santerre"			ecclésiastique																95180	"Amiens, diocèse"								3358			
281861	"prieuré Saint-Pierre de Montcaret"	"prieuré Saint-Pierre de Montcaret"			ecclésiastique																290749	"Périgueux (diocèse)"								3359			
281862	"prieuré Saint-Pierre de Mont-Saint-Julien"	"prieuré Saint-Pierre de Mont-Saint-Julien"			ecclésiastique																290915	"Autun (diocèse)"								3360			
281863	"prieuré Saint-Pierre de Néronville"	"prieuré Saint-Pierre de Néronville"			ecclésiastique																290912	"Sens (diocèse)"								3361			
281864	"prieuré Saint-Pierre de Ségur"	"prieuré Saint-Pierre de Ségur"			ecclésiastique																101956|290791	"Albi, diocèse|Rodez (diocèse)"								3362			
281865	"prieuré Saint-Pierre de Sele [1096 -]"	"prieuré Saint-Pierre de Sele"			ecclésiastique								1096	1096							290880	"Chichester (diocèse) [ - 1559]"								3363			
281866	"prieuré Saint-Pierre de Villemoisan"	"prieuré Saint-Pierre de Villemoisan"			ecclésiastique																95612	"Angers, diocèse"								3364			
281867	"abbaye du Val-Benoît ou Vaulx-Benoît [1220 - 1796]"	"abbaye du Val-Benoît ou Vaulx-Benoît"			ecclésiastique								1220	1220	1796	1796					290738	"Liège (diocèse)"								1511			
281868	"prieuré Saint-Pierre de Wootton Wawen, dépendant de l'abbaye de Conches"	"prieuré Saint-Pierre de Wootton Wawen, dépendant de l'abbaye de Conches"			ecclésiastique																290838	"Worcester (diocèse) [ - 1565]"								3365			
281869	"prieuré Saint-Pierre d'Evaux prévôté"	"prieuré Saint-Pierre d'Evaux"	prévôté		ecclésiastique																290760	"Limoges (diocèse)"								3366			
281870	"prieuré Saint-Pierre d'Innimont"	"prieuré Saint-Pierre d'Innimont"			ecclésiastique																290863	"Lyon (diocèse)"								3367			
281871	"prieuré Saint-Pierre du Puybeliard de Chantonnay"	"prieuré Saint-Pierre du Puybeliard de Chantonnay"			ecclésiastique																290747|290924	"Poitiers (diocèse)|Luçon (diocèse)"								3368			
281872	"prieuré Saint-Pierre puis Saint-Mayeul de Souvigny"	"prieuré Saint-Pierre puis Saint-Mayeul de Souvigny"			ecclésiastique																290929	"Clermont (diocèse)"								3369			
281873	"prieuré Saint-Pierre-Saint-Paul de Coincy [1072 - 1792]"	"prieuré Saint-Pierre-Saint-Paul de Coincy"			ecclésiastique								1072	1072	1792	1792					290936	"Soissons (diocèse)"								3370			
281874	"prieuré Saint-Pierre-Saint-Paul de Domène [1027 - 1788]"	"prieuré Saint-Pierre-Saint-Paul de Domène"			ecclésiastique								1027	1027	1788	1788					290931	"Grenoble (diocèse)"								3371			
281875	"prieuré Saint-Pierre-Saint-Paul de Reuil ou Ruel"	"prieuré Saint-Pierre-Saint-Paul de Reuil ou Ruel"			ecclésiastique																290815	"Meaux (diocèse)"								3372			
281876	"prieuré Saint-Pierre-Saint-Paul de Romainmôtier"	"prieuré Saint-Pierre-Saint-Paul de Romainmôtier"			ecclésiastique																290786	"Lausanne (diocèse)"								3373			
281877	"prieuré Saint-Rigomer de Chage ou Chaage"	"prieuré Saint-Rigomer de Chage ou Chaage"			ecclésiastique																290815	"Meaux (diocèse)"								3374			
281878	"abbaye du Val-des-Vignes [1252 -]"	"abbaye du Val-des-Vignes"			ecclésiastique								1252	1252							290932	"Langres (diocèse)"								1512			
281879	"prieuré Saint-Robert de Fossard"	"prieuré Saint-Robert de Fossard"			ecclésiastique																290928	"Chartres (diocèse)"								3375			
281880	"prieuré Saint-Samson et Saint-Symphorien d'Orléans [1067 -]"	"prieuré Saint-Samson et Saint-Symphorien d'Orléans"			ecclésiastique								1067	1067							290934	"Orléans (diocèse)"								3376			
281881	"prieuré Saint-Saturnin de Sigournais [1064 -]"	"prieuré Saint-Saturnin de Sigournais"			ecclésiastique								1064	1064							290924|290747	"Luçon (diocèse)|Poitiers (diocèse)"								3377			
281882	"prieuré Saint-Saulve de Valenciennes [801 -]"	"prieuré Saint-Saulve de Valenciennes"			ecclésiastique								801	801							290830	"Cambrai (diocèse)"								3378			
281883	"prieuré Saint-Sauveur de l'Evière"	"prieuré Saint-Sauveur de l'Evière"			ecclésiastique																95612	"Angers, diocèse"								3379			
281884	"prieuré Saint-Sauveur du Monastier [1062 -]"	"prieuré Saint-Sauveur du Monastier"			ecclésiastique								1062	1062							290917	"Javols-Mende (diocèse)"								3380			
281885	"prieuré Saint-Sauveur ou Notre-Dame de La Cochère [1195 -]"	"prieuré Saint-Sauveur ou Notre-Dame de La Cochère"			ecclésiastique								1195	1195							290821	"Sées (diocèse)"								3381			
281886	"prieuré Saint-Serge de Juigné-la-Prée"	"prieuré Saint-Serge de Juigné-la-Prée"			ecclésiastique																95612	"Angers, diocèse"								3382			
281887	"prieuré Saint-Sulpice de l'Aigle"	"prieuré Saint-Sulpice de l'Aigle"			ecclésiastique																290819	"Evreux (diocèse)"								3383			
281888	"prieuré Saint-Sulpice de Léau"	"prieuré Saint-Sulpice de Léau"			ecclésiastique																290868	"Malines (diocèse)"								3384			
281889	"abbaye du Val-Notre-Dame (dioc. Liège) [1248 - 1797]"	"abbaye du Val-Notre-Dame (dioc. Liège)"			ecclésiastique								1248	1248	1797	1797					290738	"Liège (diocèse)"								1513			
281890	"prieuré Saint-Symphorien d'Autun [1001 -]"	"prieuré Saint-Symphorien d'Autun"			ecclésiastique							"ancienne abbaye, O.Ben."	1001	1001							290915	"Autun (diocèse)"			11978875					3385			d6e19414
281891	"prieuré Saint-Symphorien de Créans"	"prieuré Saint-Symphorien de Créans"			ecclésiastique																290776|95612	"Le Mans (diocèse)|Angers, diocèse"								3386			
281892	"prieuré Saint-Thiébault"	"prieuré Saint-Thiébault"			ecclésiastique																290736	"Toul (diocèse) [ - 1790]"								3387			
281893	"prieuré Saint-Thomas de la Bloutière"	"prieuré Saint-Thomas de la Bloutière"			ecclésiastique																290818	"Coutances (diocèse)"								3388			
281894	"prieuré Saint-Thomas d'Epernon"	"prieuré Saint-Thomas d'Epernon"			ecclésiastique																290928	"Chartres (diocèse)"								3389			
281895	"prieuré Saint-Tiburce de Toiselay [401 -]"	"prieuré Saint-Tiburce de Toiselay"			ecclésiastique								401	401							290907	"Bourges (diocèse)"								3390			
281896	"prieuré Saint-Urbain de Marsannay-la-Côte"	"prieuré Saint-Urbain de Marsannay-la-Côte"			ecclésiastique																290879|290932	"Dijon (diocèse)|Langres (diocèse)"								3391			
281897	"prieuré Saint-Victeur du Mans"	"prieuré Saint-Victeur du Mans"			ecclésiastique																290776	"Le Mans (diocèse)"								3392			
281898	"prieuré Saint-Victor de Bray-sur-Aunette"	"prieuré Saint-Victor de Bray-sur-Aunette"			ecclésiastique																290945	"Senlis (diocèse) [ - 1790]"								3393			
281899	"prieuré Saint-Vigor de Perrières [1076 -]"	"prieuré Saint-Vigor de Perrières"			ecclésiastique								1076	1076							290821	"Sées (diocèse)"								3394			
281900	"abbaye du Val-Notre-Dame (dioc. Paris), hôpital hôpital"	"abbaye du Val-Notre-Dame (dioc. Paris), hôpital"	hôpital		ecclésiastique																290910	"Paris (diocèse)"								1514			
281901	"prieuré Saint-Vincent de Rouvray-en-Bray [1259 -]"	"prieuré Saint-Vincent de Rouvray-en-Bray"			ecclésiastique								1259	1259							290911	"Rouen (diocèse)"								3395			
281902	"prieuré Saint-Vincent et Saint-Germain de Saint-Germain-en-Laye"	"prieuré Saint-Vincent et Saint-Germain de Saint-Germain-en-Laye"			ecclésiastique																290910	"Paris (diocèse)"								3396			
281903	"prieuré Saint-Pierre-au-Mont-de-Châtre ou Saint-Pierre-en-Chastres"	"prieuré Saint-Pierre-au-Mont-de-Châtre ou Saint-Pierre-en-Chastres"			ecclésiastique																290936	"Soissons (diocèse)"								3397			
281904	"prieuré Saint-Remy-la-Varenne"	"prieuré Saint-Remy-la-Varenne"			ecclésiastique																95612	"Angers, diocèse"								3398			
281905	"prieuré Saint-Robert-de-Cornillon [1073 -]"	"prieuré Saint-Robert-de-Cornillon"			ecclésiastique								1073	1073							290931	"Grenoble (diocèse)"								3399			
281906	"prieuré Sainte-Catherine d'Houffalize"	"prieuré Sainte-Catherine d'Houffalize"			ecclésiastique																290738	"Liège (diocèse)"								3400			
281907	"prieuré Sainte-Croix de Gohory [1081 -]"	"prieuré Sainte-Croix de Gohory"			ecclésiastique								1081	1081							290928	"Chartres (diocèse)"								3401			
281908	"prieuré Sainte-Croix de la Voulte [1025 -]"	"prieuré Sainte-Croix de la Voulte"			ecclésiastique								1025	1025							290820|290857	"Le Puy (diocèse)|Saint-Flour (diocèse)"								3402			
281909	"prieuré Sainte-Croix de Virandeville"	"prieuré Sainte-Croix de Virandeville"			ecclésiastique																290818	"Coutances (diocèse)"								3403			
281910	"prieuré Sainte-Foi de Coulommiers"	"prieuré Sainte-Foi de Coulommiers"			ecclésiastique																290815	"Meaux (diocèse)"								3404			
281911	"abbaye de Berdoues [1134 -]"	"abbaye de Berdoues"			ecclésiastique								1134	1134							290844	"Auch (diocèse)"								1326			
