"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	"link with organisation (Record relationship) H-ID"	"Relationship type"	"link with organisation (Record relationship) Record Title"	"link with organisation H-ID"	"Organisation Record Title"	"link with organisation Record Title"	"link with person (Record relationship) H-ID"	"Relationship type"	"link with person (Record relationship) Record Title"	"link with person H-ID"	"link with person Record Title"	"link_to_place (Record relationship) H-ID"	"Relationship type"	"link_to_place (Record relationship) Record Title"	"link_to_place H-ID"	"Place Record Title"	"link_to_place Record Title"	"link with subject (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with subject (Record relationship) Record Title"	"link with subject H-ID"	"Subject Record Title"	"link with subject Record Title"	"link with act (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with act (Record relationship) Record Title"	"link with act H-ID"	"link with act Record Title"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
324584	"Conrad d'Urach, abbé de Villers, abbé de Clairvaux (1214-1216), de Cîteaux (1217-1219), cardinal-évêque de Porto et Santa Ruffino"	"Conrad d'Urach, abbé de Villers, abbé de Clairvaux (1214-1216), de Cîteaux (1217-1219), cardinal-évêque de Porto et Santa Ruffino"					324785	"est abbé / abbesse de"	"Conrad d'Urach, abbé de Villers, abbé de Clairvaux (1214-1216), de Cîteaux (1217-1219), cardinal-évêque de Porto et Santa Ruffino | est abbé de 1214 - 1216 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x83				
324585	"Guillaume, abbé de Montiers-en-Argonne, abbé de Clairvaux (1217-1221)"	"Guillaume, abbé de Montiers-en-Argonne, abbé de Clairvaux (1217-1221)"					324787	"est abbé / abbesse de"	"Guillaume, abbé de Montiers-en-Argonne, abbé de Clairvaux (1217-1221) | est abbé de 1217 - 1221 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x84				
324586	"Robert II, abbé de Maison-Dieu, abbé de Clairvaux (1221-1223)"	"Robert II, abbé de Maison-Dieu, abbé de Clairvaux (1221-1223)"					324788	"est abbé / abbesse de"	"Robert II, abbé de Maison-Dieu, abbé de Clairvaux (1221-1223) | est abbé de 1221 - 1223 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x85				
324587	"Laurent, abbé d'Ursariae, abbé de Clairvaux (1223-1224)"	"Laurent, abbé d'Ursariae, abbé de Clairvaux (1223-1224)"					324789	"est abbé / abbesse de"	"Laurent, abbé d'Ursariae, abbé de Clairvaux (1223-1224) | est abbé de 1223 - 1224 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x86				
324588	"Henri de Bourgogne, évêque d'Autun (1148 -1171)"	"Henri de Bourgogne, évêque d'Autun (1148 -1171)"		"Henricus filius Odonis ducis Burgundiae, archidiaconus postea episcopus Eduensis"		"Henri (? - † 1er mars 1170), seigneur de Flavigny, doyen de l’Église d'Autun en 1143, élu évêque d'Autun en 1148. Le 28 juin 1156 il fonde l'anniversaire de son frère Raymond avec une donation à l'abbaye de Grosbois. Il est enterré à l'abbaye de Cîteaux."	324775	"est évêque de"	"Henri de Bourgogne, évêque d'Autun (1148 -1171) | est évêque de 1148 - 1171 > Autun (diocèse)"	290915	"Autun (diocèse)"	"Autun (diocèse)"																																		d1e1234				
324589	"Raoul de la Roche-Aymon, abbé d'Igny, abbé de Clairvaux (1224-1232), évêque d'Agen (1233-1235), archevêque de Lyon"	"Raoul de la Roche-Aymon, abbé d'Igny, abbé de Clairvaux (1224-1232), , évêque d'Agen (1233-1235), archevêque de Lyon"					324790	"est abbé / abbesse de"	"Raoul de la Roche-Aymon, abbé d'Igny, abbé de Clairvaux (1224-1232), évêque d'Agen (1233-1235), archevêque de Lyon | est abbé de 1224 - 1232 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x87				
324590	"Dreux de Grandmont, abbé d'Ourscamp, abbé de Clairvaux (1233-1235)"	"Dreux de Grandmont, abbé d'Ourscamp, abbé de Clairvaux (1233-1235)"					324791	"est abbé / abbesse de"	"Dreux de Grandmont, abbé d'Ourscamp, abbé de Clairvaux (1233-1235) | est abbé de 1233 - 1235 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x88				
324591	"Evrard, abbé de Larrivour, abbé de Clairvaux (1235-1238)"	"Evrard, abbé de Larrivour, abbé de Clairvaux (1235-1238)"					324792	"est abbé / abbesse de"	"Evrard, abbé de Larrivour, abbé de Clairvaux (1235-1238) | est abbé de 1235 - 1238 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x89				
324592	"Guillaume II de Dongelberg, abbé de Villiers, abbé de Clairvaux (1238-1239)"	"Guillaume II de Dongelberg, abbé de Villiers, abbé de Clairvaux (1238-1239)"					324794	"est abbé / abbesse de"	"Guillaume II de Dongelberg, abbé de Villiers, abbé de Clairvaux (1238-1239) | est abbé de 1238 - 1239 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x90				
324593	"Étienne de Lexington, abbé de Savigny, abbé de Clairvaux (1242-1255)"	"Étienne de Lexington, abbé de Savigny, abbé de Clairvaux (1242-1255)"					324795	"est abbé / abbesse de"	"Étienne de Lexington, abbé de Savigny, abbé de Clairvaux (1242-1255) | est abbé de 1242 - 1255 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x91				
324594	"Jean, abbé d'Igny, de Clairvaux (1257-1260), de la Grâce-Dieu, archevêque de Mitylène"	"Jean, abbé d'Igny, de Clairvaux (1257-1260), de la Grâce-Dieu, archevêque de Mitylène"					324796	"est abbé / abbesse de"	"Jean, abbé d'Igny, de Clairvaux (1257-1260), de la Grâce-Dieu, archevêque de Mitylène | est abbé de 1257 - 1260 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x92				
324595	"Philippe, abbé de Foucarmond, abbé de Clairvaux (1262-1273)"	"Philippe, abbé de Foucarmond, abbé de Clairvaux (1262-1273)"					324798	"est abbé / abbesse de"	"Philippe, abbé de Foucarmond, abbé de Clairvaux (1262-1273) | est abbé de 1262 - 1273 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x93				
324596	"Beuve, abbé de Trois-Fontaines, abbé de Clairvaux (1273-1280)"	"Beuve, abbé de Trois-Fontaines, abbé de Clairvaux (1273-1280)"					324799	"est abbé / abbesse de"	"Beuve, abbé de Trois-Fontaines, abbé de Clairvaux (1273-1280) | est abbé de 1273 - 1280 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x94				
324597	"Thibaud de Sancey, abbé de Maison-Dieu, abbé de Clairvaux (1280-1284), abbé de Cîteaux"	"Thibaud de Sancey, abbé de Maison-Dieu, abbé de Clairvaux (1280-1284), abbé de Cîteaux"					324800	"est abbé / abbesse de"	"Thibaud de Sancey, abbé de Maison-Dieu, abbé de Clairvaux (1280-1284), abbé de Cîteaux | est abbé de 1280 - 1284 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x95				
324598	"Gérard II, abbé d'Igny, abbé de Clairvaux (1284-1285)"	"Gérard II, abbé d'Igny, abbé de Clairvaux (1284-1285)"					324801	"est abbé / abbesse de"	"Gérard II, abbé d'Igny, abbé de Clairvaux (1284-1285) | est abbé de 1284 - 1285 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x96				
324599	"Manassès de Bar-sur-Seine, évêque de Langres (1179-1193)"	"Manassès de Bar-sur-Seine, évêque de Langres (1179-1193)"		"Manasses episcopus Lingonensis"			324786	"est évêque de"	"Manassès de Bar-sur-Seine, évêque de Langres (1179-1193) | est évêque de 1179 - 1193 > Langres (diocèse)"	290932	"Langres (diocèse)"	"Langres (diocèse)"																																		d1e1278				
324600	"Jean II de La Prée, abbé de Maison-Dieu, abbé de Clairvaux (1286-1291)"	"Jean II de La Prée, abbé de Maison-Dieu, abbé de Clairvaux (1286-1291)"					324802	"est abbé / abbesse de"	"Jean II de La Prée, abbé de Maison-Dieu, abbé de Clairvaux (1286-1291) | est abbé de 1286 - 1291 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x97				
324601	"Jean III de Sancey, abbé de Clairvaux (1291-1312)"	"Jean III de Sancey, abbé de Clairvaux (1291-1312)"					324803	"est abbé / abbesse de"	"Jean III de Sancey, abbé de Clairvaux (1291-1312) | est abbé de 1291 - 1312 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x98				
324602	"Guillaume, abbé de Balerne et de Cherlieu, abbé de Clairvaux (1312)"	"Guillaume, abbé de Balerne et de Cherlieu, abbé de Clairvaux (1312)"					324804	"est abbé / abbesse de"	"Guillaume, abbé de Balerne et de Cherlieu, abbé de Clairvaux (1312) | est abbé de 1312 - > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x99				
324603	"Conrad II de Metz, abbé de Hautecombe, abbé de Clairvaux (1313-1316)"	"Conrad II de Metz, abbé de Hautecombe, abbé de Clairvaux (1313-1316)"					324868	"est abbé / abbesse de"	"Conrad II de Metz, abbé de Hautecombe, abbé de Clairvaux (1313-1316) | est abbé de 1313 - 1316 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x100				
324604	"Mathieu d'Aumelle, abbé de Clairvaux (1316-1330)"	"Mathieu d'Aumelle, abbé de Clairvaux (1316-1330)"					324869	"est abbé / abbesse de"	"Mathieu d'Aumelle, abbé de Clairvaux (1316-1330) | est abbé de 1316 - 1330 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x101				
324605	"Jean IV d'Aizanville, abbé de Clairvaux (1330-1345)"	"Jean IV d'Aizanville, abbé de Clairvaux (1330-1345)"					324870	"est abbé / abbesse de"	"Jean IV d'Aizanville, abbé de Clairvaux (1330-1345) | est abbé de 1330 - 1345 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x102				
324606	"Bernard de Laon, abbé de Clairvaux (1345-1358)"	"Bernard de Laon, abbé de Clairvaux (1345-1358)"					324871	"est abbé / abbesse de"	"Bernard de Laon, abbé de Clairvaux (1345-1358) | est abbé de 1345 - 1358 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x103				
324607	"Jean V de Bussières, abbé de Clairvaux (1358-1359), abbé de Cîteaux, cardinal"	"Jean V de Bussières, abbé de Clairvaux (1358-1359), abbé de Cîteaux, cardinal"					324873	"est abbé / abbesse de"	"Jean V de Bussières, abbé de Clairvaux (1358-1359), abbé de Cîteaux, cardinal | est abbé de 1358 - 1359 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x104				
324608	"Jean VI de Deulemont, abbé de Clairvaux (1363-1380)"	"Jean VI de Deulemont, abbé de Clairvaux (1363-1380)"					324874	"est abbé / abbesse de"	"Jean VI de Deulemont, abbé de Clairvaux (1363-1380) | est abbé de 1363 - 1380 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x105				
324609	"Etienne de Foissy, abbé de Preuilly, abbé de Clairvaux (1380-1402)"	"Etienne de Foissy, abbé de Preuilly, abbé de Clairvaux (1380-1402)"					324875	"est abbé / abbesse de"	"Etienne de Foissy, abbé de Preuilly, abbé de Clairvaux (1380-1402) | est abbé de 1380 - 1402 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x106				
324610	"Gautier II, évêque d'Autun 1189 -1223)"	"Gautier II, évêque d'Autun 1189 -1223)"					324797	"est évêque de"	"Gautier II, évêque d'Autun 1189 -1223) | est évêque de - > Autun (diocèse)"	290915	"Autun (diocèse)"	"Autun (diocèse)"																																		d1e1300				
324611	"Jean VII de Martigny, abbé de Morimond, de Clairaux (1402-1405), de Cîteaux"	"Jean VII de Martigny, abbé de Morimond, de Clairaux (1402-1405), de Cîteaux"					324876	"est abbé / abbesse de"	"Jean VII de Martigny, abbé de Morimond, de Clairaux (1402-1405), de Cîteaux | est abbé de 1402 - 1405 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x107				
324612	"Mathieu II Pillaert, abbé de Beaupré, Mortemer, abbé de Clairvaux (1405-1428)"	"Mathieu II Pillaert, abbé de Beaupré, Mortemer, abbé de Clairvaux (1405-1428)"					324877	"est abbé / abbesse de"	"Mathieu II Pillaert, abbé de Beaupré, Mortemer, abbé de Clairvaux (1405-1428) | est abbé de 1405 - 1428 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x108				
324613	"Guillaume d'Autun, abbé de Mortemer, abbé de Clairvaux (1428-1448)"	"Guillaume d'Autun, abbé de Mortemer, abbé de Clairvaux (1428-1448)"					324878	"est abbé / abbesse de"	"Guillaume d'Autun, abbé de Mortemer, abbé de Clairvaux (1428-1448) | est abbé de 1428 - 1448 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x109				
324614	"Philippe de Fontaines, abbé de Maisières, abbé de Clairvaux (1449-1471)"	"Philippe de Fontaines, abbé de Maisières, abbé de Clairvaux (1449-1471)"					324880	"est abbé / abbesse de"	"Philippe de Fontaines, abbé de Maisières, abbé de Clairvaux (1449-1471) | est abbé de 1449 - 1471 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x110				
324615	"Pierre de Virey, abbé de Cherlieu, abbé de Clairvaux (1471-1496)"	"Pierre de Virey, abbé de Cherlieu, abbé de Clairvaux (1471-1496)"					324881	"est abbé / abbesse de"	"Pierre de Virey, abbé de Cherlieu, abbé de Clairvaux (1471-1496) | est abbé de 1471 - 1496 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x111				
324616	"Jean de Foucault, abbé de Fontenay, abbé de Clairvaux (1496-1509)"	"Jean de Foucault, abbé de Fontenay, abbé de Clairvaux (1496-1509)"					324882	"est abbé / abbesse de"	"Jean de Foucault, abbé de Fontenay, abbé de Clairvaux (1496-1509) | est abbé de 1496 - 1509 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x112				
324617	"Edmond de Saulieu ou Gaucher, abbé de Clairvaux (1509-1552)"	"Edmond de Saulieu ou Gaucher, abbé de Clairvaux (1509-1552)"					324884	"est abbé / abbesse de"	"Edmond de Saulieu ou Gaucher, abbé de Clairvaux (1509-1552) | est abbé de 1509 - 1552 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x113				
324618	"Hilduin de Vendeuvre, évêque de Langres (1200-1203)"	"Hilduin de Vendeuvre, évêque de Langres (1200-1203)"					324805	"est évêque de"	"Hilduin de Vendeuvre, évêque de Langres (1200-1203) | est évêque de 1200 - 1203 > Langres (diocèse)"	290932	"Langres (diocèse)"	"Langres (diocèse)"																																		d1e1320				
324619	"Eudes, prieur de Flavigny (1142)"	"Eudes, prieur de Flavigny (1142)"		"Odo prior Flaviniaci"			324806	"est prieur de"	"Eudes, prieur de Flavigny (1142) | est prieur de 1142 - > abbaye Saint-Pierre et Saint-Prix de Flavigny"	284217	"abbaye Saint-Pierre et Saint-Prix de Flavigny"	"abbaye Saint-Pierre et Saint-Prix de Flavigny"																																		d1e1012				
324620	"Guillaume II de Joinville, évêque de Langres (1210-1219), archevêque de Reims (1219-1226)"	"Guillaume II de Joinville, évêque de Langres (1210-1219), archevêque de Reims (1219-1226)"					324807	"est évêque de"	"Guillaume II de Joinville, évêque de Langres (1210-1219), archevêque de Reims (1219-1226) | est évêque de 1210 - 1219 > Langres (diocèse)"	290932	"Langres (diocèse)"	"Langres (diocèse)"																																		d1e1340				
324621	"Boson, doyen de chrétienté de Montbard"	"Boson, doyen de chrétienté de Montbard"		"Boso decanus Montis Barri"																																										d1e1360				
324622	"Jordan, archiprêtre de Touillon (v.1155-v.1170)"	"Jordan, archiprêtre de Touillon (v.1155-v.1170)"		"Jordanus archipresbiter Tullionis"																																										d1e1371				
324623	"Eudes, archiprêtre de Touillon (1173-1200)"	"Eudes, archiprêtre de Touillon (1173-1200)"		"Odo archipresbiter Tullionis"																																										d1e1394				
324624	"Eudes III, duc de Bourgogne (1192-1218)"	"Eudes III, duc de Bourgogne (1192-1218)"		"Odo III dux Burgundiae"		"Wikipedia indique qu'il ne porte le titre qu'en 1192. L'acte de Fontenay avec persName xml:id=""d1e78766"" explicitement daté de 1191 est une reproduction de l'acte de 1191 donné par Eudes comme ""filius ducis"" en 1191"	324811	"est duc / duchesse de"	"Eudes III, duc de Bourgogne (1192-1218) | est duc / duchesse de 1192 - 1218 > Bourgogne (duché de)"	95072	"Bourgogne (duché de)"	"Bourgogne (duché de)"																																		d1e143				
324625	"Hugo archipresbiter Pulleniaci"	"Hugo archipresbiter Pulleniaci"																																												d1e1535				
324626	"Robertus archipresbiter Tullionis"	"Robertus archipresbiter Tullionis"																																												d1e1553				
324627	"Bernardus archipresbiter Stabularum"	"Bernardus archipresbiter Stabularum"																																												d1e1568				
324628	"Tecelinus archipresbiter Frollesii"	"Tecelinus archipresbiter Frollesii"																																												d1e1581				
324629	"Galterius archipresbiter Eduensis"	"Galterius archipresbiter Eduensis"																																												d1e1596				
324630	"Gui de Grignon, sacristain de Flavigny (ca. 1142)"	"Gui de Grignon, sacristain de Flavigny (ca. 1142)"		"Guido de Grinione, sacrista Flaviniaci"			324817	"est sacristain de"	"Gui de Grignon, sacristain de Flavigny (ca. 1142) | est sacristain de 1142 - > abbaye Saint-Pierre et Saint-Prix de Flavigny"	284217	"abbaye Saint-Pierre et Saint-Prix de Flavigny"	"abbaye Saint-Pierre et Saint-Prix de Flavigny"																																		d1e1022				
324631	"Petrus archipresbiter Lucennaci"	"Petrus archipresbiter Lucennaci"																																												d1e1612				
324632	"Haimo archipresbiter Flaviniaci"	"Haimo archipresbiter Flaviniaci"																																												d1e1627				
